==== HBASE-21507 ====
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/Segment.java
2	False	hbase-procedure/src/main/java/org/apache/hadoop/hbase/procedure2/ProcedureException.java
3	True	hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/TransitRegionStateProcedure.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer/FavoredStochasticBalancer.java
==== HBASE-23094 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/RegionSplitCalculator.java
2	False	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/ScannerResultGenerator.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
4	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncRpcRetryingCaller.java
==== HBASE-23098 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
1	False	hbase-archetypes/pom.xml
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/NettyRpcServer.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/replication/regionserver/RegionReplicaReplicationEndpoint.java
4	False	hbase-server/pom.xml
==== HBASE-23115 ====
0	False	hbase-procedure/src/main/java/org/apache/hadoop/hbase/procedure2/TwoPhaseProcedure.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/StoreScanner.java
2	False	hbase-client/src/main/java/org/apache/hadoop/hbase/filter/SingleColumnValueFilter.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/StoreFile.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/Store.java
==== HBASE-23119 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/MemStoreSizing.java
1	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/Bytes.java
2	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/CellSerialization.java
3	False	hbase-common/src/main/java/org/apache/hadoop/hbase/IndividualBytesFieldCell.java
4	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/CellSortReducer.java
==== HBASE-23121 ====
0	False	hbase-examples/src/main/java/org/apache/hadoop/hbase/client/example/BufferedMutatorExample.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/replication/regionserver/RegionReplicaReplicationEndpoint.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/StoreFileWriter.java
3	False	hbase-server/pom.xml
4	False	pom.xml
==== HBASE-23123 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
1	False	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/ScannerResultGenerator.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/ServerManager.java
3	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncAdmin.java
4	False	hbase-client/src/main/java/org/apache/hadoop/hbase/security/NettyHBaseSaslRpcClientHandler.java
==== HBASE-23134 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
2	False	hbase-client/src/main/java/org/apache/hadoop/hbase/security/NettyHBaseSaslRpcClientHandler.java
3	False	hbase-zookeeper/src/main/java/org/apache/hadoop/hbase/zookeeper/ZKUtil.java
4	False	hbase-shell/src/main/ruby/shell.rb
==== HBASE-23137 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
1	False	hbase-server/pom.xml
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
3	False	hbase-archetypes/hbase-shaded-client-project/src/main/java/org/apache/hbase/archetypes/exemplars/shaded_client/package-info.java
4	False	hbase-archetypes/hbase-client-project/src/main/java/org/apache/hbase/archetypes/exemplars/client/package-info.java
==== HBASE-23138 ====
0	True	hbase-shell/src/main/ruby/shell/commands/describe.rb
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/HFilePrettyPrinter.java
2	False	hbase-shaded/hbase-shaded-mapreduce/pom.xml
3	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/ImportTsv.java
4	False	hbase-client/src/main/java/org/apache/hadoop/hbase/security/NettyHBaseSaslRpcClientHandler.java
==== HBASE-23139 ====
0	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/Operation.java
1	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/GsonUtil.java
2	False	hbase-client/src/main/java/org/apache/hadoop/hbase/util/JsonMapper.java
3	False	hbase-client/src/main/java/org/apache/hadoop/hbase/security/NettyHBaseSaslRpcClientHandler.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/ProtobufLogReader.java
==== HBASE-23144 ====
0	False	hbase-common/src/main/java/org/apache/hadoop/hbase/exceptions/HBaseException.java
1	False	hbase-thrift/src/main/java/org/apache/hadoop/hbase/thrift2/client/ThriftClientBuilder.java
2	False	hbase-protocol-shaded/src/main/protobuf/server/master/Master.proto
3	False	hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/metrics/impl/HBaseMetrics2HadoopMetricsAdapter.java
4	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/TableSplit.java
==== HBASE-23152 ====
0	False	hbase-common/src/main/java/org/apache/hadoop/hbase/exceptions/HBaseException.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/ServerManager.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/DrainingServerTracker.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
==== HBASE-23153 ====
0	True	hbase-zookeeper/src/main/java/org/apache/hadoop/hbase/zookeeper/MiniZooKeeperCluster.java
1	False	hbase-http/pom.xml
2	False	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/client/Client.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
4	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncRpcRetryingCaller.java
==== HBASE-23154 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/ServerManager.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/snapshot/SnapshotInfo.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/RegionRemoteProcedureBase.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/io/util/MemorySizeUtil.java
==== HBASE-23155 ====
0	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/ClassSize.java
1	False	hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/regionserver/MetricsUserSourceImpl.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/MetricsUserAggregateImpl.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/SecureAsyncProtobufLogWriter.java
4	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/RowColBloomHashKey.java
==== HBASE-23156 ====
0	False	hbase-common/src/main/java/org/apache/hadoop/hbase/io/crypto/aes/AES.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/throttle/PressureAwareCompactionThroughputController.java
2	False	hbase-examples/src/main/java/org/apache/hadoop/hbase/client/example/RefreshHFilesClient.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/GCRegionProcedure.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/procedure/RegionServerProcedureManagerHost.java
==== HBASE-23157 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/CompactSplit.java
1	True	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/rsgroup/RSGroupInfoManagerImpl.java
3	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/TableDescriptorBuilder.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/HFile.java
==== HBASE-23159 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/FSHLog.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/StoreFile.java
2	True	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HStore.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/StoreScanner.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/procedure/ModifyNamespaceProcedure.java
==== HBASE-23175 ====
0	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/TableMapReduceUtil.java
1	True	hbase-server/src/main/java/org/apache/hadoop/hbase/errorhandling/TimeoutExceptionInjector.java
2	False	hbase-client/src/main/java/org/apache/hadoop/hbase/ipc/BlockingRpcCallback.java
3	False	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/model/NamespacesInstanceModel.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/replication/HBaseReplicationEndpoint.java
==== HBASE-23176 ====
0	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/CompactionState.java
1	False	hbase-client/src/main/java/org/apache/hadoop/hbase/security/NettyHBaseSaslRpcClientHandler.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/procedure/DisableTableProcedure.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
4	False	hbase-shell/src/main/ruby/shell/commands/describe.rb
==== HBASE-23177 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/NettyRpcServer.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/procedure/DeleteTableProcedure.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/ServerManager.java
==== HBASE-23181 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/CompactSplit.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/handler/AssignRegionHandler.java
2	True	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
3	True	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/FlushPolicy.java
4	True	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
==== HBASE-23182 ====
0	True	dev-support/create-release/do-release.sh
1	True	dev-support/create-release/release-util.sh
2	False	dev-support/create-release/hbase-rm/Dockerfile
3	False	dev-support/create-release/release-build.sh
4	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncConnection.java
==== HBASE-23184 ====
0	True	hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/regionserver/MetricsRegionServerWrapper.java
1	True	hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/regionserver/MetricsRegionServerSource.java
2	True	hbase-common/src/main/java/org/apache/hadoop/hbase/io/ByteBuffAllocator.java
3	False	hbase-server/src/main/resources/hbase-webapps/master/snapshot.jsp
4	False	hbase-server/src/main/resources/hbase-webapps/master/zk.jsp
==== HBASE-23187 ====
0	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/WALPlayer.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/snapshot/SnapshotInfo.java
3	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/RegionInfoDisplay.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMasterCommandLine.java
==== HBASE-23192 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/replication/ReplicationBarrierFamilyFormat.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/security/access/ZKPermissionWatcher.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
3	False	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/client/Client.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/ServerManager.java
==== HBASE-23195 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/AbstractFSWAL.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/constraint/ConstraintProcessor.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/procedure/RegionServerProcedureManagerHost.java
3	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncRpcRetryingCaller.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/throttle/PressureAwareCompactionThroughputController.java
==== HBASE-23197 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/NettyRpcServer.java
1	True	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
2	True	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/AsyncFSWAL.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/procedure/TruncateTableProcedure.java
==== HBASE-23199 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/namespace/NamespaceTableAndRegionInfo.java
1	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/TableInputFormat.java
2	False	hbase-common/src/main/java/org/apache/hadoop/hbase/ScheduledChore.java
3	False	hbase-backup/src/main/java/org/apache/hadoop/hbase/backup/impl/FullTableBackupClient.java
4	False	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/ScannerResultGenerator.java
==== HBASE-23202 ====
0	False	hbase-zookeeper/src/main/java/org/apache/hadoop/hbase/zookeeper/DeletionListener.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/procedure/DisableTableProcedure.java
2	True	hbase-common/src/main/java/org/apache/hadoop/hbase/io/ByteBufferListOutputStream.java
3	True	hbase-backup/src/main/java/org/apache/hadoop/hbase/backup/impl/IncrementalBackupManager.java
4	False	hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/metrics/impl/HBaseMetrics2HadoopMetricsAdapter.java
==== HBASE-23203 ====
0	True	hbase-client/src/main/java/org/apache/hadoop/hbase/client/AdminOverAsyncAdmin.java
1	True	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/ImportTsv.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/ReversedKeyValueHeap.java
3	True	hbase-protocol-shaded/src/main/protobuf/server/master/Master.proto
4	True	hbase-thrift/src/main/java/org/apache/hadoop/hbase/thrift2/client/ThriftClientBuilder.java
==== HBASE-23222 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/procedure/ProcedureMember.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/mob/MobFile.java
2	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/SimpleRequestController.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/ZKDataMigrator.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/ReversedMobStoreScanner.java
==== HBASE-23231 ====
0	False	hbase-replication/src/main/java/org/apache/hadoop/hbase/replication/ReplicationPeers.java
1	True	hbase-server/src/main/java/org/apache/hadoop/hbase/replication/regionserver/ReplicationSourceInterface.java
2	True	hbase-http/src/main/java/org/apache/hadoop/hbase/util/JSONMetricUtil.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/backup/HFileArchiver.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/security/HBaseSaslRpcServer.java
==== HBASE-23237 ====
0	False	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/ScannerInstanceResource.java
1	False	hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/regionserver/MetricsRegionSource.java
2	True	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
3	False	hbase-client/src/main/java/org/apache/hadoop/hbase/ClusterId.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/locking/LockProcedure.java
==== HBASE-23243 ====
0	False	hbase-procedure/src/main/java/org/apache/hadoop/hbase/procedure2/RootProcedureState.java
1	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/HBaseHbck.java
2	False	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/ScannerResultGenerator.java
3	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/Hbck.java
4	False	hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValueUtil.java
==== HBASE-23244 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/tool/CanaryTool.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/MemStoreFlusher.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
3	False	hbase-endpoint/src/main/java/org/apache/hadoop/hbase/coprocessor/AggregateImplementation.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
==== HBASE-23247 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/TransitRegionStateProcedure.java
1	False	hbase-procedure/src/main/java/org/apache/hadoop/hbase/procedure2/RootProcedureState.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer/FavoredStochasticBalancer.java
3	True	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/ScannerResultGenerator.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/RegionRemoteProcedureBase.java
==== HBASE-23262 ====
0	True	hbase-server/src/main/resources/hbase-webapps/master/zk.jsp
1	False	hbase-server/src/main/jamon/org/apache/hadoop/hbase/tmpl/master/RSGroupListTmpl.jamon
2	False	hbase-balancer/src/main/java/org/apache/hadoop/hbase/master/balancer/ClusterLoadState.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/rsgroup/RSGroupAdminEndpoint.java
4	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/ResultScanner.java
==== HBASE-23263 ====
0	False	hbase-server/src/main/resources/hbase-webapps/master/zk.jsp
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/io/FSDataInputStreamWrapper.java
2	False	hbase-mapreduce/pom.xml
3	False	hbase-balancer/src/main/java/org/apache/hadoop/hbase/master/balancer/ClusterLoadState.java
4	False	hbase-rest/pom.xml
==== HBASE-23282 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer/FavoredStochasticBalancer.java
1	False	hbase-procedure/src/main/java/org/apache/hadoop/hbase/procedure2/ProcedureException.java
2	True	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/ScannerResultGenerator.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/RegionRemoteProcedureBase.java
4	True	hbase-server/src/main/java/org/apache/hadoop/hbase/snapshot/SnapshotInfo.java
==== HBASE-23290 ====
0	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/ClassSize.java
1	False	hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/regionserver/MetricsUserSourceImpl.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/MetricsUserAggregateImpl.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/SecureAsyncProtobufLogWriter.java
4	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/RowColBloomHashKey.java
==== HBASE-23294 ====
0	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/ClassSize.java
1	False	hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/regionserver/MetricsUserSourceImpl.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/MetricsUserAggregateImpl.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/SecureAsyncProtobufLogWriter.java
4	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/RowColBloomHashKey.java
==== HBASE-23312 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/BusyRegionSplitPolicy.java
1	True	hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncTableResultScanner.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/AbstractMemStore.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer/FavoredStochasticBalancer.java
4	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/AbstractByteRange.java
==== HBASE-23313 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/snapshot/SnapshotInfo.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/procedure/CreateNamespaceProcedure.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/ServerManager.java
==== HBASE-23318 ====
0	False	pom.xml
1	False	bin/region_mover.rb
2	False	hbase-server/pom.xml
3	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/DefaultVisibilityExpressionResolver.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/coprocessor/BaseRowProcessorEndpoint.java
==== HBASE-23328 ====
0	False	hbase-client/src/main/java/org/apache/hadoop/hbase/HRegionLocation.java
1	False	hbase-client/src/main/java/org/apache/hadoop/hbase/RegionLocations.java
2	False	bin/region_mover.rb
3	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/RegionReplicaUtil.java
4	True	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/client/Client.java
==== HBASE-23336 ====
0	False	hbase-shell/src/main/ruby/shell/commands/splitormerge_switch.rb
1	False	hbase-shell/src/main/ruby/shell/commands/splitormerge_enabled.rb
2	False	hbase-shell/src/main/ruby/shell/commands/list_labels.rb
3	False	hbase-shell/src/main/ruby/shell/commands/get_peer_config.rb
4	False	hbase-shell/src/main/ruby/shell/commands/list_peer_configs.rb
==== HBASE-23337 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/errorhandling/TimeoutExceptionInjector.java
1	False	hbase-shaded/hbase-shaded-client/pom.xml
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
3	False	hbase-shaded/hbase-shaded-client-byo-hadoop/pom.xml
4	False	hbase-shaded/hbase-shaded-mapreduce/pom.xml
==== HBASE-23342 ====
0	True	hbase-common/src/main/java/org/apache/hadoop/hbase/io/encoding/EncodedDataBlock.java
1	False	hbase-common/src/main/java/org/apache/hadoop/hbase/io/hfile/HFileContext.java
2	False	hbase-client/src/main/java/org/apache/hadoop/hbase/ipc/RpcClient.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
==== HBASE-23345 ====
0	True	hbase-client/src/main/java/org/apache/hadoop/hbase/replication/ReplicationPeerConfig.java
1	True	hbase-server/src/main/java/org/apache/hadoop/hbase/replication/regionserver/RejectRequestsFromClientStateChecker.java
2	False	hbase-common/src/main/java/org/apache/hadoop/hbase/TableName.java
3	False	hbase-replication/src/main/java/org/apache/hadoop/hbase/replication/ReplicationPeers.java
4	False	hbase-client/src/main/java/org/apache/hadoop/hbase/ipc/CellBlockBuilder.java
==== HBASE-23356 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/StoreScanner.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/monitoring/MonitoredRPCHandler.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
3	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/Increment.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
==== HBASE-23360 ====
0	False	hbase-mapreduce/pom.xml
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/GCMergedRegionsProcedure.java
2	False	hbase-client/src/main/java/org/apache/hadoop/hbase/quotas/RpcThrottlingException.java
3	False	hbase-shell/src/main/ruby/shell/commands/list_quotas.rb
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/quotas/UserQuotaState.java
==== HBASE-23364 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
1	False	hbase-http/src/main/java/org/apache/hadoop/hbase/http/HttpServer.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/FixedFileTrailer.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/RpcServer.java
==== HBASE-23369 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/snapshot/SnapshotInfo.java
1	True	hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/OpenRegionProcedure.java
2	True	hbase-server/src/main/java/org/apache/hadoop/hbase/master/ServerManager.java
3	True	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/tool/Canary.java
==== HBASE-23376 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/wal/FSHLogProvider.java
1	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncRegionLocatorHelper.java
2	False	hbase-backup/src/main/java/org/apache/hadoop/hbase/backup/impl/RestoreTablesClient.java
3	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/RegionReplicaUtil.java
4	False	hbase-client/src/main/java/org/apache/hadoop/hbase/RegionLocations.java
==== HBASE-23553 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/replication/regionserver/ReplicationSource.java
2	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/TableSnapshotInputFormat.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/replication/regionserver/Replication.java
4	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapred/TableSnapshotInputFormat.java
==== HBASE-23554 ====
0	True	hbase-client/src/main/java/org/apache/hadoop/hbase/client/RegionInfoDisplay.java
1	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/ReflectionUtils.java
2	True	hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncRpcRetryingCaller.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/ProtobufLogReader.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/OpenRegionProcedure.java
==== HBASE-23561 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/procedure/ServerCrashException.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/OpenRegionProcedure.java
2	False	hbase-assembly/src/main/assembly/components.xml
3	False	hbase-common/src/main/java/org/apache/hadoop/hbase/types/OrderedNumeric.java
4	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/Bytes.java
==== HBASE-23564 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer/FavoredStochasticBalancer.java
1	False	hbase-common/src/main/java/org/apache/hadoop/hbase/exceptions/HBaseException.java
2	True	hbase-server/src/main/java/org/apache/hadoop/hbase/io/util/MemorySizeUtil.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/RegionRemoteProcedureBase.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/ServerManager.java
==== HBASE-23570 ====
