==== HIVE-21344 ====
==== HIVE-22582 ====
0	True	ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/CompactorMR.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/plan/ReduceWork.java
2	False	llap-server/src/java/org/apache/hadoop/hive/llap/io/encoded/OrcEncodedDataReader.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/udf/UDFDateFloorMinute.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/io/SkippingTextInputFormat.java
==== HIVE-22583 ====
0	False	serde/src/java/org/apache/hadoop/hive/serde2/lazy/fast/LazySimpleDeserializeRead.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/processors/CommandProcessorFactory.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/io/parquet/serde/ArrayWritableObjectInspector.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/udf/UDFSqrt.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/io/parquet/serde/ParquetHiveArrayInspector.java
==== HIVE-22588 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveExpandDistinctAggregatesRule.java
1	True	ql/src/java/org/apache/hadoop/hive/ql/exec/HashTableSinkOperator.java
2	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/parse/PTFTranslator.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFBaseDTI.java
==== HIVE-22589 ====
0	False	storage-api/src/java/org/apache/hadoop/hive/ql/exec/vector/DateColumnVector.java
1	False	storage-api/src/java/org/apache/hadoop/hive/ql/exec/vector/TimestampColumnVector.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFDatetimeLegacyHybridCalendar.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/exec/FunctionRegistry.java
4	True	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
==== HIVE-22593 ====
0	False	llap-server/src/java/org/apache/hadoop/hive/llap/io/encoded/OrcEncodedDataReader.java
1	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/parser/ExpressionTree.java
2	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/UnknownPartitionException.java
3	False	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
4	True	ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
==== HIVE-22595 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/exec/MapOperator.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/MergeJoinProc.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/plan/MergeJoinWork.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezContext.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java
==== HIVE-22599 ====
0	True	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/CuckooSetDouble.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/Driver.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/io/orc/encoded/EncodedReaderImpl.java
4	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
==== HIVE-22606 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/GenMapRedUtils.java
1	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/WriteEventInfo.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/hooks/NoOperatorReuseCheckerHook.java
3	False	streaming/src/java/org/apache/hive/streaming/PartitionInfo.java
4	False	metastore/src/java/org/apache/hadoop/hive/metastore/HiveClientCache.java
==== HIVE-22609 ====
0	True	llap-server/src/java/org/apache/hadoop/hive/llap/io/encoded/OrcEncodedDataReader.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcRawRecordMerger.java
2	False	llap-server/src/java/org/apache/hadoop/hive/llap/io/api/impl/LlapRecordReader.java
3	False	common/src/java/org/apache/hadoop/hive/conf/HiveConf.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcInputFormat.java
==== HIVE-22622 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/io/parquet/serde/ParquetHiveSerDe.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/io/parquet/serde/ParquetHiveArrayInspector.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcStruct.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/exec/FetchTask.java
4	False	llap-server/src/java/org/apache/hadoop/hive/llap/io/decode/ColumnVectorProducer.java
==== HIVE-22625 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/GenMapRedUtils.java
1	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/WriteEventInfo.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/hooks/NoOperatorReuseCheckerHook.java
3	False	streaming/src/java/org/apache/hive/streaming/PartitionInfo.java
4	False	metastore/src/java/org/apache/hadoop/hive/metastore/HiveClientCache.java
==== HIVE-22630 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
1	False	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
2	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/UnknownPartitionException.java
3	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/parser/ExpressionTree.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/parse/QBMetaData.java
==== HIVE-22635 ====
0	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
1	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/parser/ExpressionTree.java
2	False	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
3	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/parse/QBMetaData.java
==== HIVE-22640 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/aggregates/VectorUDAFCount.java
1	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/PlanModifierForASTConv.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/plan/GroupByDesc.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/CompactorMR.java
==== HIVE-22645 ====
0	True	pom.xml
1	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/MetaStoreSchemaInfo.java
2	False	standalone-metastore/metastore-server/src/main/sql/mssql/hive-schema-1.2.0.mssql.sql
3	False	standalone-metastore/metastore-server/src/main/scripts/start-metastore
4	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFNullif.java
==== HIVE-22647 ====
0	False	service/src/java/org/apache/hive/service/server/HiveServer2.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/session/SessionState.java
2	False	service/src/java/org/apache/hive/service/cli/session/HiveSession.java
3	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/UnknownPartitionException.java
4	False	common/src/java/org/apache/hadoop/hive/common/metrics/common/MetricsVariable.java
==== HIVE-22653 ====
0	True	pom.xml
1	False	hplsql/src/main/java/org/apache/hive/hplsql/Signal.java
2	False	shims/0.23/pom.xml
3	False	common/src/java/org/apache/hadoop/hive/common/metrics/common/MetricsFactory.java
4	False	metastore/scripts/upgrade/postgres/hive-schema-2.0.0.postgres.sql
==== HIVE-22661 ====
0	True	ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcInputFormat.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/Worker.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcSplit.java
4	False	accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/predicate/AccumuloPredicateHandler.java
==== HIVE-22663 ====
0	True	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/Driver.java
2	False	standalone-metastore/metastore-server/src/main/sql/mysql/hive-schema-4.0.0.mysql.sql
3	False	standalone-metastore/metastore-server/src/main/sql/oracle/upgrade-3.2.0-to-4.0.0.oracle.sql
4	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/columnstats/merge/BooleanColumnStatsMerger.java
==== HIVE-22685 ====
0	False	metastore/scripts/upgrade/hive/hive-schema-4.0.0.hive.sql
1	False	ql/src/java/org/apache/hadoop/hive/ql/plan/MoveWork.java
2	False	metastore/scripts/upgrade/hive/hive-schema-3.1.0.hive.sql
3	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
4	False	service/src/java/org/apache/hive/service/server/HiveServer2.java
==== HIVE-22687 ====
0	True	llap-client/src/java/org/apache/hadoop/hive/registry/ServiceInstanceStateChangeListener.java
1	False	llap-tez/src/java/org/apache/hadoop/hive/llap/tezplugins/LlapTaskSchedulerService.java
2	False	llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/ContainerRunnerImpl.java
3	False	llap-client/src/java/org/apache/hadoop/hive/llap/registry/impl/LlapRegistryService.java
4	False	llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/LlapProtocolServerImpl.java
==== HIVE-22699 ====
0	False	serde/src/java/org/apache/hadoop/hive/serde2/SerDe.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/metadata/HiveMaterializedViewsRegistry.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/exec/spark/SparkPlan.java
3	False	llap-server/src/java/org/apache/hadoop/hive/llap/daemon/HistoryLogger.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveInsertExchange4JoinRule.java
==== HIVE-22700 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/CompactorThread.java
1	True	ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcSplit.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/Cleaner.java
3	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/CompactionInfoStruct.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
==== HIVE-22704 ====
0	True	hcatalog/webhcat/svr/pom.xml
1	False	jdbc-handler/src/main/java/org/apache/hive/storage/jdbc/JdbcStorageHandler.java
2	False	metastore/scripts/upgrade/hive/hive-schema-4.0.0.hive.sql
3	False	metastore/scripts/upgrade/hive/upgrade-3.0.0-to-3.1.0.hive.sql
4	False	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
==== HIVE-22706 ====
0	False	shims/common/src/main/java/org/apache/hadoop/hive/io/HiveIOExceptionHandlerUtil.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/plan/PlanUtils.java
2	False	accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/AccumuloStorageHandler.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/exec/tez/DagUtils.java
4	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
==== HIVE-22707 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/io/HiveInputFormat.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/plan/AbstractOperatorDesc.java
3	False	serde/src/java/org/apache/hadoop/hive/serde2/DefaultFetchFormatter.java
4	True	jdbc-handler/src/main/java/org/apache/hive/storage/jdbc/JdbcInputFormat.java
==== HIVE-22708 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/GenMapRedUtils.java
1	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/WriteEventInfo.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/hooks/NoOperatorReuseCheckerHook.java
3	False	streaming/src/java/org/apache/hive/streaming/PartitionInfo.java
4	False	metastore/src/java/org/apache/hadoop/hive/metastore/HiveClientCache.java
==== HIVE-22709 ====
0	True	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/PlanModifierForASTConv.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFCase.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/Driver.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/reexec/ReExecDriver.java
==== HIVE-22712 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezSessionState.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/hooks/HiveProtoLoggingHook.java
2	True	ql/src/java/org/apache/hadoop/hive/ql/exec/tez/LlapObjectSubCache.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/LlapDecider.java
4	False	llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/TaskExecutorService.java
==== HIVE-22713 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/hooks/PostExecutePrinter.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/exec/mr/MapredLocalTask.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/exec/FilterOperator.java
3	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/exec/tez/ReduceRecordSource.java
==== HIVE-22716 ====
0	True	storage-api/src/java/org/apache/hadoop/hive/common/io/encoded/MemoryBufferOrBuffers.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/io/parquet/read/ParquetRecordReaderWrapper.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/io/parquet/VectorizedParquetInputFormat.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/io/parquet/MapredParquetInputFormat.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/io/parquet/FilterPredicateLeafBuilder.java
==== HIVE-22723 ====
0	False	hcatalog/core/src/main/java/org/apache/hive/hcatalog/data/HCatRecordSerDe.java
1	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/primitive/WritableConstantTimestampObjectInspector.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/plan/ExplainWork.java
3	False	llap-server/src/java/org/apache/hadoop/hive/llap/io/encoded/OrcEncodedDataReader.java
4	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ShowLocksResponse.java
==== HIVE-22726 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/GenMapRedUtils.java
1	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/WriteEventInfo.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/hooks/NoOperatorReuseCheckerHook.java
3	False	streaming/src/java/org/apache/hive/streaming/PartitionInfo.java
4	False	metastore/src/java/org/apache/hadoop/hive/metastore/HiveClientCache.java
==== HIVE-22727 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/GenMapRedUtils.java
1	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/WriteEventInfo.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/hooks/NoOperatorReuseCheckerHook.java
3	False	streaming/src/java/org/apache/hive/streaming/PartitionInfo.java
4	False	metastore/src/java/org/apache/hadoop/hive/metastore/HiveClientCache.java
==== HIVE-22730 ====
0	True	llap-server/src/java/org/apache/hadoop/hive/llap/io/encoded/OrcEncodedDataReader.java
1	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/CompactionRequest.java
2	False	standalone-metastore/metastore-common/src/gen/thrift/gen-php/metastore/ThriftHiveMetastore_heartbeat_txn_range_result.php
3	False	ql/src/java/org/apache/hadoop/hive/ql/io/CombineHiveInputFormat.java
4	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/model/MPartitionColumnStatistics.java
==== HIVE-22733 ====
0	True	hcatalog/src/docs/src/documentation/content/xdocs/configuration.xml
1	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
2	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/DefaultStorageSchemaReader.java
3	False	data/conf/hive-site.xml
4	False	ql/src/java/org/apache/hadoop/hive/ql/session/OperationLog.java
==== HIVE-22737 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/exec/ConditionalTask.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/exec/FunctionRegistry.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/plan/HiveOperation.java
3	True	ql/src/java/org/apache/hadoop/hive/ql/exec/Registry.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/lockmgr/zookeeper/ZooKeeperHiveLockManager.java
==== HIVE-22739 ====
0	True	beeline/src/java/org/apache/hive/beeline/schematool/HiveSchemaTool.java
1	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
2	False	metastore/scripts/upgrade/hive/upgrade-3.1.0-to-4.0.0.hive.sql
3	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/fast/VectorMapJoinFastKeyStore.java
4	False	jdbc-handler/src/main/java/org/apache/hive/storage/jdbc/JdbcInputFormat.java
==== HIVE-22744 ====
0	True	ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezTask.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/LlapDecider.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/parse/GenTezWork.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezSessionPool.java
4	False	jdbc-handler/src/main/java/org/apache/hive/storage/jdbc/JdbcInputFormat.java
==== HIVE-22761 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/session/SessionState.java
1	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
2	False	service/src/java/org/apache/hive/service/cli/session/SessionManager.java
3	False	serde/src/java/org/apache/hadoop/hive/serde2/NullStructSerDe.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/io/HiveSequenceFileOutputFormat.java
==== HIVE-22762 ====
0	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFUtils.java
2	False	common/src/java/org/apache/hadoop/hive/common/type/TimestampUtils.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/parse/QBMetaData.java
4	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/TableStatsResult.java
==== HIVE-22763 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/udf/UDFMonth.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/udf/UDFYear.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/udf/UDFSecond.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/plan/CollectDesc.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/CastDecimalToVarChar.java
==== HIVE-22767 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/parse/ParseUtils.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/Driver.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/exec/NumericUDAFEvaluatorResolver.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/reexec/ReExecDriver.java
4	True	beeline/src/java/org/apache/hive/beeline/Commands.java
==== HIVE-22769 ====
0	True	ql/src/java/org/apache/hadoop/hive/ql/io/SkippingTextInputFormat.java
1	True	ql/src/java/org/apache/hadoop/hive/ql/plan/MapWork.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/lockmgr/EmbeddedLockManager.java
3	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/LockRequest.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/exec/tez/SplitGrouper.java
==== HIVE-22771 ====
0	False	hcatalog/core/src/main/java/org/apache/hive/hcatalog/mapreduce/FileOutputCommitterContainer.java
1	True	ql/src/java/org/apache/hadoop/hive/ql/ddl/table/storage/concatenate/AlterTableConcatenateDesc.java
2	False	hcatalog/core/src/main/java/org/apache/hive/hcatalog/mapreduce/TaskCommitContextRegistry.java
3	False	hcatalog/core/src/main/java/org/apache/hive/hcatalog/mapreduce/DefaultOutputFormatContainer.java
4	False	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
==== HIVE-22777 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/GenMapRedUtils.java
1	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/WriteEventInfo.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/hooks/NoOperatorReuseCheckerHook.java
3	False	streaming/src/java/org/apache/hive/streaming/PartitionInfo.java
4	False	metastore/src/java/org/apache/hadoop/hive/metastore/HiveClientCache.java
==== HIVE-22784 ====
0	True	storage-api/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/StringExpr.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/CuckooSetBytes.java
2	False	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/FilterStringColLikeStringScalar.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/PosModDoubleToDouble.java
==== HIVE-22788 ====
0	False	hbase-handler/src/java/org/apache/hadoop/hive/hbase/HBaseLazyObjectFactory.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/IfExprCondExprCondExpr.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/exec/IConfigureJobConf.java
3	False	serde/src/java/org/apache/hadoop/hive/serde2/typeinfo/ListTypeInfo.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveRelDecorrelator.java
==== HIVE-22793 ====
0	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/MetaStoreSchemaInfo.java
1	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/UnknownPartitionException.java
2	False	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
4	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
==== HIVE-22805 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/IfExprCondExprBase.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/IfExprCondExprNull.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/IfExprColumnCondExpr.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorGroupByOperator.java
4	True	storage-api/src/java/org/apache/hadoop/hive/ql/exec/vector/ListColumnVector.java
==== HIVE-22808 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/reloperators/HiveProject.java
1	True	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveRelFieldTrimmer.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/reloperators/HiveAggregate.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/RelFieldTrimmer.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/stats/HiveRelMdUniqueKeys.java
==== HIVE-22814 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/io/orc/Reader.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorizedRowBatchCtx.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/parse/GenTezWork.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/exec/Operator.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/CastStringToIntervalYearMonth.java
==== HIVE-22815 ====
0	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
1	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
2	False	serde/src/java/org/apache/hadoop/hive/serde2/binarysortable/InputByteBuffer.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
4	True	jdbc-handler/src/main/java/org/apache/hive/storage/jdbc/JdbcInputFormat.java
==== HIVE-22816 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/PlanModifierForASTConv.java
1	True	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/Driver.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/parse/MergeSemanticAnalyzer.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/parse/QBMetaData.java
==== HIVE-22824 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/udf/ptf/WindowingTableFunction.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/exec/ReduceSinkOperator.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/plan/MergeJoinWork.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/plan/ptf/BoundaryDef.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFUtils.java
==== HIVE-22826 ====
0	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/Type.java
1	False	standalone-metastore/metastore-common/src/gen/thrift/gen-php/metastore/WMMapping.php
2	False	ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/CompactorThread.java
3	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/GetOpenTxnsResponse.java
4	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/GetPrincipalsInRoleRequest.java
==== HIVE-22828 ====
0	True	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/primitive/AbstractPrimitiveObjectInspector.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/IfExprColumnNull.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/exec/HashTableSinkOperator.java
3	False	storage-api/src/java/org/apache/hadoop/hive/ql/exec/vector/DoubleColumnVector.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/TimestampToStringUnaryUDF.java
==== HIVE-22829 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/lib/TaskGraphWalker.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/HiveSubQRemoveRelBuilder.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/lib/SubqueryExpressionWalker.java
3	True	ql/src/java/org/apache/hadoop/hive/ql/io/orc/Reader.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/lib/DefaultGraphWalker.java
==== HIVE-22840 ====
0	True	storage-api/src/java/org/apache/hadoop/hive/ql/exec/vector/DateColumnVector.java
1	True	storage-api/src/java/org/apache/hadoop/hive/ql/exec/vector/TimestampColumnVector.java
