==== DERBY-6189 ====
4	False	java/org.apache.derby.tools/org/apache/derby/impl/tools/ij/UCode_CharStream.java
==== DERBY-6783 ====
0	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/OrderByList.java
1	False	java/org.apache.derby.engine/org/apache/derby/iapi/types/SQLBinary.java
2	False	java/org.apache.derby.engine/org/apache/derby/impl/store/raw/data/D_StoredPage.java
3	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/ResultColumnList.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/MergeNode.java
==== DERBY-6807 ====
0	False	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/XATransactionState.java
1	False	java/org.apache.derby.engine/org/apache/derby/iapi/jdbc/EngineResultSet.java
2	False	java/org.apache.derby.engine/org/apache/derby/iapi/types/SQLBit.java
3	False	java/org.apache.derby.engine/org/apache/derby/impl/store/raw/xact/Xact.java
4	False	java/org.apache.derby.server/org/apache/derby/impl/drda/NetworkServerControlImpl.java
==== DERBY-6828 ====
0	False	java/org.apache.derby.server/org/apache/derby/impl/drda/NetworkServerControlImpl.java
1	True	java/org.apache.derby.engine/org/apache/derby/impl/sql/GenericParameter.java
2	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/SetSchemaNode.java
3	False	bin/templates/NetworkServerControl
4	False	java/org.apache.derby.engine/org/apache/derby/iapi/sql/compile/C_NodeTypes.java
==== DERBY-6857 ====
0	True	java/build/org/apache/derbyBuild/ReleaseNoteReader.java
1	False	java/build/org/apache/derbyBuild/ElementFacade.java
2	False	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/EmbedPreparedStatement.java
3	False	STATUS
4	False	bin/setNetworkServerCP
==== DERBY-6860 ====
0	True	java/org.apache.derby.tools/build.xml
1	False	BUILDING.html
2	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/execute/ScrollInsensitiveResultSet.java
3	False	java/org.apache.derby.engine/org/apache/derby/iapi/types/SQLChar.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/store/access/btree/BranchRow.java
==== DERBY-6861 ====
0	False	java/org.apache.derby.engine/org/apache/derby/catalog/SystemProcedures.java
1	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/execute/DeleteVTIResultSet.java
2	False	java/org.apache.derby.engine/org/apache/derby/impl/services/locks/TableNameInfo.java
3	False	java/org.apache.derby.server/org/apache/derby/impl/drda/XADatabase.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/conn/GenericLanguageConnectionContext.java
==== DERBY-6864 ====
0	False	java/org.apache.derby.server/org/apache/derby/impl/drda/NetworkServerControlImpl.java
1	False	java/org.apache.derby.engine/org/apache/derby/iapi/sql/compile/C_NodeTypes.java
2	False	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/EmbedPreparedStatement.java
3	False	java/org.apache.derby.engine/org/apache/derby/iapi/types/XMLDataValue.java
4	False	java/org.apache.derby.engine/org/apache/derby/iapi/sql/execute/ExecPreparedStatement.java
==== DERBY-6865 ====
0	False	java/org.apache.derby.engine/org/apache/derby/iapi/sql/compile/C_NodeTypes.java
1	False	java/org.apache.derby.tools/org/apache/derby/impl/tools/planexporter/CreateXMLFile.java
2	False	java/org.apache.derby.engine/org/apache/derby/impl/store/raw/log/LogToFile.java
3	False	java/org.apache.derby.optionaltools/org/apache/derby/optional/api/LuceneIndexDescriptor.java
4	False	java/org.apache.derby.optionaltools/org/apache/derby/optional/lucene/LuceneSupport.java
==== DERBY-6879 ====
0	True	java/org.apache.derby.engine/org/apache/derby/iapi/services/context/ContextService.java
1	False	java/org.apache.derby.engine/org/apache/derby/iapi/jdbc/EngineResultSet.java
2	False	java/org.apache.derby.engine/org/apache/derby/iapi/services/loader/ClassFactoryContext.java
3	False	java/org.apache.derby.engine/org/apache/derby/impl/store/access/btree/LeafControlRow.java
4	False	java/org.apache.derby.engine/org/apache/derby/loc/messages.xml
==== DERBY-6880 ====
0	False	java/org.apache.derby.engine/org/apache/derby/iapi/store/access/TransactionInfo.java
1	False	java/org.apache.derby.server/org/apache/derby/impl/drda/XADatabase.java
2	False	java/org.apache.derby.commons/org/apache/derby/shared/common/error/PassThroughException.java
3	True	java/org.apache.derby.engine/org/apache/derby/impl/sql/execute/UpdateResultSet.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/EmbedPreparedStatement.java
==== DERBY-6884 ====
0	False	java/org.apache.derby.engine/org/apache/derby/impl/load/ImportReadData.java
1	False	java/org.apache.derby.engine/org/apache/derby/impl/load/Export.java
2	True	java/org.apache.derby.engine/org/apache/derby/catalog/types/UserDefinedTypeIdImpl.java
3	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/execute/BasicNoPutResultSetImpl.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/execute/DeleteVTIResultSet.java
==== DERBY-6890 ====
0	False	java/org.apache.derby.engine/org/apache/derby/impl/store/raw/xact/InternalXact.java
1	True	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/DDLStatementNode.java
2	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/execute/DeleteVTIResultSet.java
3	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/execute/InsertVTIResultSet.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/TableElementList.java
==== DERBY-6918 ====
0	False	java/org.apache.derby.engine/org/apache/derby/impl/store/raw/data/ReclaimSpaceHelper.java
1	False	java/org.apache.derby.client/org/apache/derby/client/net/StatementReply.java
2	False	java/org.apache.derby.engine/org/apache/derby/diag/TransactionTable.java
3	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/DistinctNode.java
4	False	java/org.apache.derby.engine/org/apache/derby/diag/ErrorLogReader.java
==== DERBY-6956 ====
0	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/DistinctNode.java
1	False	java/org.apache.derby.engine/org/apache/derby/iapi/services/property/PropertyFactory.java
2	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/UnionNode.java
3	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/AllResultColumn.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/authentication/AuthenticationServiceBase.java
==== DERBY-6961 ====
0	True	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/DDLStatementNode.java
1	False	java/org.apache.derby.engine/org/apache/derby/impl/services/locks/LockTableVTI.java
2	False	java/org.apache.derby.engine/org/apache/derby/loc/messages.xml
3	False	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/EmbedResultSet.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/ModifyColumnNode.java
==== DERBY-6973 ====
0	False	java/org.apache.derby.engine/org/apache/derby/iapi/sql/dictionary/ConstraintDescriptor.java
1	False	java/org.apache.derby.engine/org/apache/derby/impl/store/raw/xact/TransactionTableEntry.java
2	False	java/org.apache.derby.server/org/apache/derby/loc/drda/servlet_zh_CN.properties
3	False	java/org.apache.derby.tools/org/apache/derby/impl/tools/ij/ijResultImpl.java
4	False	java/org.apache.derby.tools/org/apache/derby/impl/tools/ij/ijException.java
==== DERBY-6981 ====
0	False	java/org.apache.derby.client/org/apache/derby/client/am/ClientResultSet.java
1	False	java/org.apache.derby.client/org/apache/derby/client/am/ClientDatabaseMetaData.java
2	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/execute/DeleteVTIResultSet.java
3	False	java/org.apache.derby.client/org/apache/derby/client/ClientPooledConnection.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/execute/UpdatableVTIConstantAction.java
==== DERBY-7016 ====
0	False	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/XATransactionState.java
1	False	java/org.apache.derby.tools/build.xml
2	False	java/org.apache.derby.engine/org/apache/derby/iapi/sql/execute/CursorActivation.java
3	False	java/org.apache.derby.client/org/apache/derby/client/ClientDataSourceFactory.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/store/raw/data/EncryptContainerUndoOperation.java
==== DERBY-7020 ====
0	False	tools/release/build.xml
1	False	bin/setNetworkClientCP
2	False	bin/templates/startNetworkServer
3	True	maven2/SetDerbyVersion.java
4	False	bin/templates/sysinfo
==== DERBY-7028 ====
0	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/execute/SumAggregator.java
1	False	STATUS
2	False	java/build/org/apache/derbyBuild/ElementFacade.java
3	False	java/build/org/apache/derbyBuild/GeneratorBase.java
4	False	java/build/org/apache/derbyBuild/ReleaseNoteReader.java
==== DERBY-7041 ====
0	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/UnionNode.java
1	False	java/org.apache.derby.engine/org/apache/derby/diag/TransactionTable.java
2	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/DistinctNode.java
3	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/FromSubquery.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/ResultColumnList.java
==== DERBY-7046 ====
0	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/SetSchemaNode.java
1	False	bin/templates/NetworkServerControl
2	True	java/org.apache.derby.tools/build.xml
3	False	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/XATransactionState.java
4	False	java/org.apache.derby.client/org/apache/derby/client/net/Utf8CcsidManager.java
